"","Year","Chronology","samp.depth","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sept","Oct","Nov","Dec","Apr_Sep","Jun_Aug"
"205",1887,0.497856234024593,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",1888,0.617977806799031,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",1889,0.632148383164666,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",1890,0.659161394965267,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",1891,0.597888894683277,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",1892,0.467197316533791,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",1893,0.563368622007448,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",1894,0.496869753074021,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",1895,0.731460490467302,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",1896,0.765894832893275,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",1897,0.730936035968463,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",1898,0.724557209673274,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",1899,0.571815944605314,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",1900,0.686522592041885,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",1901,0.804588880654869,85,-27,-25.3999996185303,-13.8000001907349,-8.19999980926514,2.79999995231628,10.5,12.1000003814697,8.80000019073486,4.09999990463257,-6.20000028610229,-18.3000011444092,-21.3999996185303,-1.35444442662928,-0.901111072964143
"220",1902,0.832361665702188,87,-23.8000011444092,-19.1000003814697,-21.5,-7.70000028610229,3.70000004768372,11.3000001907349,13,9.5,3.10000014305115,-6.09999990463257,-21,-29.7000007629395,-0.887777847382747,-0.101111200120696
"221",1903,0.976719067194427,87,-29.1000003814697,-21.8000011444092,-16.8999996185303,-8.80000019073486,2.90000009536743,10.9000005722046,11.6999998092651,10.1000003814697,3.20000004768372,-9.90000057220459,-21.3000011444092,-18.8000011444092,-1.37111107740138,-0.46777767605253
"222",1904,0.838455884407636,88,-28,-28.6000003814697,-19.7000007629395,-4.30000019073486,4.09999990463257,10.8000001907349,13,7.70000028610229,1.30000007152557,-7.70000028610229,-19.3999996185303,-19.8999996185303,-0.937777819567248,-0.867777771419933
"223",1905,0.846467791065192,89,-23.6000003814697,-17.2000007629395,-12,-2.90000009536743,5.40000009536743,11.3000001907349,11.8000001907349,9.30000019073486,1.10000002384186,-8.40000057220459,-13.6000003814697,-24.3000011444092,-0.371111097269573,-0.567777739630776
"224",1906,1.11646370693909,89,-35,-19.8000011444092,-12.6000003814697,-6.30000019073486,4.40000009536743,11,11.8000001907349,8.90000057220459,3.70000004768372,-5.70000028610229,-18.8000011444092,-27.8000011444092,-0.78777774406803,-0.801111009385833
